Округ,Ближайшая станция метро,Время до метро,Метро рядом,Застройщик,ЖК,Класс,Тип квартиры,Этаж,Этажей в доме,Отделка,Количество комнат,Площадь квартиры,Жилая площадь,Площадь кухни,Тип дома,Парковка,Год сдачи,Цена
 ЮВАО,Стахановская,3,2,ПИК,«Волжский парк»,Комфорт,квартира,6,17,Чистовая,1,32.6,10.6,12.6,Монолитный,"Подземная, отдельная многоуровневая, гостевая",2024,8 837 338
 ЮВАО,Стахановская,3,2,ПИК,«Волжский парк»,Комфорт,квартира,6,17,Чистовая,1,32.6,10.6,12.6,Монолитный,"Подземная, отдельная многоуровневая, гостевая",2024,8 837 338
 НАО (Новомосковский),Прокшино,5,3,ПИК,«Саларьево парк»,Комфорт,квартира,3,18,Чистовая,2,32.8,19.9,5.7,Монолитный,"Подземная, гостевая",2024,8 828 612
,,,0,,,,,,,,,,,,,,,
 ВАО,Сокольники,3,2,ПИК,«Сокольнический вал 1»,Комфорт,апартаменты,3,21,Чистовая,1,37.8,11.6,16.0,Монолитный,-,2023,8 947 260
 СЗАО,Волоколамская,5,3,ПИК,«Митинский лес»,Комфорт,квартира,17,19,Чистовая,1,34.2,10.6,15.5,Монолитный,Гостевая,2024,8 980 920
 НАО (Новомосковский),Ольховая,17,3,Группа Родина,«Russian Design District (Рашен Дизайн Дистрикт)»,Бизнес,квартира,6,13,Без отделки,1,31.08,14.5,6.5,Монолитно-кирпичный,"Подземная, гостевая",2023,8 902 400
 СВАО,Окружная,3,3,ПИК,«Сигнальный 16»,Комфорт,квартира,3,17,Чистовая,2,32.1,19.8,4.2,Монолитный,"Подземная, гостевая",2025,9 019 522
 ВАО,Измайлово,4,3,ПИК,«Амурский парк»,Комфорт,квартира,4,28,Чистовая,1,32.2,9.4,16.1,Монолитный,"Подземная, гостевая",2025,9 096 403
 ВАО,Измайлово,4,3,ПИК,«Амурский парк»,Комфорт,квартира,4,28,Чистовая,1,32.2,9.4,16.2,Монолитный,"Подземная, гостевая",2025,9 197 221
 ЗАО,Солнцево,4,3,ПИК,«Мещерский лес»,Комфорт,Студия,20,21,Чистовая,,23.4,11.0,6.1,"Панельный, кирпичный","Подземная, отдельная многоуровневая",2022,9 156 420
 ЮВАО,Лухмановская,2,3,Группа Самолет,«Квартал Некрасовка»,Комфорт,квартира,22,22,Чистовая,1,31.2,13.2,,Монолитный,Гостевая,2022,9 305 471
 СВАО,Алтуфьево,5,3,ПИК,«Полар»,Комфорт,квартира,22,32,Чистовая,1,36.8,11.0,17.9,Монолитный,"Подземная, гостевая",2025,9 284 566
 ЮВАО,Нижегородская,5,3,ПИК,«Волжский парк»,Комфорт,квартира,9,23,Чистовая,1,31.9,12.2,10.1,Монолитный,"Подземная, отдельная многоуровневая, гостевая",2024,9 340 288
 ЮАО,Красный Строитель,6,3,ПИК,«Ютаново»,Комфорт,квартира,15,33,Чистовая,1,32.3,9.5,16.2,Монолитный,"Подземная, отдельная многоуровневая, гостевая",2024,9 297 555
 САО,Сходненская,5,3,ПИК,«Кронштадтский 9»,Бизнес,Студия,18,21,Предчистовая,,23.2,10.8,5.5,Монолитный,"Подземная, гостевая",2024,9 314 220
 ЮВАО,Нижегородская,12,2,ПИК,«Перовское 2»,Комфорт,квартира,25,33,Чистовая,2,32.46,19.5,6.0,"Панельный, монолитный","Отдельная многоуровневая, гостевая",2024,9 415 737
 ЮАО,Царицыно,3,3,ПИК,«Кавказский бульвар 51»,Комфорт,квартира,17,33,Чистовая,1,34.1,10.2,17.0,Монолитный,"Подземная, отдельная многоуровневая",2024,9 430 119
 ЗАО,Давыдково,5,3,ПИК,«Новое Очаково»,Комфорт,квартира,7,33,Чистовая,2,32.3,17.0,8.7,Монолитный,"Подземная, гостевая",2024,9 375 850
 СВАО,Отрадное,6,3,ПИК,«Алтуфьевское 53»,Комфорт,квартира,14,33,Чистовая,1,37.4,11.4,18.2,Монолитный,"Подземная, гостевая",2025,9 598 373
 ЮАО,Кантемировская,4,3,ПИК,«Кавказский бульвар 51»,Комфорт,квартира,21,33,Чистовая,1,35.9,10.9,16.9,Монолитный,"Подземная, отдельная многоуровневая",2024,9 633 082
 СВАО,Медведково,5,3,Upside Development,«Clementine (Клементин)»,Комфорт,апартаменты,5,8,Чистовая,2,49.48,23.9,15.6,Монолитный,Гостевая,2024,9 653 548
 ЮВАО,Волгоградский проспект,4,3,MR Group,«Метрополия»,Бизнес,апартаменты,4,30,Предчистовая,1,37.0,,19.1,"Монолитно-кирпичный, монолитный","Подземная, гостевая",2024,9 694 251
 СВАО,Окружная,3,3,ПИК,«Сигнальный 16»,Комфорт,квартира,29,33,Чистовая,1,36.0,11.6,16.2,Монолитный,"Подземная, гостевая",2025,9 802 656
 ЮВАО,Нижегородская,5,3,ПИК,«Волжский парк»,Комфорт,квартира,16,23,Чистовая,1,33.8,9.8,16.8,Монолитный,"Подземная, отдельная многоуровневая, гостевая",2024,9 763 468
 ВАО,Измайлово,4,3,ПИК,«Амурский парк»,Комфорт,квартира,13,28,Чистовая,1,35.8,11.1,17.1,Монолитный,"Подземная, гостевая",2025,9 903 676
 ЮАО,Нагатинская,3,3,ПИК,«Второй Нагатинский»,Комфорт,квартира,12,22,Чистовая,1,34.5,15.9,10.9,Монолитный,"Подземная, гостевая",2025,9 899 464
 ЮВАО,Лухмановская,3,3,Группа Самолет,«Квартал Некрасовка»,Комфорт,квартира,15,23,Чистовая,1,34.7,12.2,,Монолитный,Гостевая,2022,9 886 326
 СВАО,Бабушкинская,5,3,ПИК,«Кольская 8»,Комфорт,квартира,2,24,Чистовая,1,32.2,9.4,14.7,"Панельный, монолитный","Подземная, гостевая",2025,9 954 984
 ЮВАО,Нижегородская,5,3,ПИК,«Волжский парк»,Комфорт,квартира,16,23,Чистовая,1,33.8,9.8,16.8,Монолитный,"Подземная, отдельная многоуровневая, гостевая",2024,9 763 468
 ВАО,Измайлово,4,3,ПИК,«Амурский парк»,Комфорт,квартира,13,28,Чистовая,1,35.8,11.1,17.1,Монолитный,"Подземная, гостевая",2025,9 903 676
 ЮАО,Нагатинская,3,3,,,,квартира,12,22,Чистовая,1,34.5,15.9,10.9,,,2025,9 899 464
 ЮВАО,Лухмановская,3,3,Группа Самолет,«Квартал Некрасовка»,Комфорт,квартира,15,23,Чистовая,1,34.7,12.2,,Монолитный,Гостевая,2022,9 886 326
 СВАО,Бабушкинская,5,3,ПИК,«Кольская 8»,Комфорт,квартира,2,24,Чистовая,1,32.2,9.4,14.7,"Панельный, монолитный","Подземная, гостевая",2025,9 954 984
 НАО (Новомосковский),Рассказовка,5,3,Абсолют Недвижимость,«Город-парк Первый Московский»,Комфорт,квартира,12,22,Без отделки,2,54.5,27.9,,"Панельный, монолитный",Гостевая,2024,10 019 007
 НАО (Новомосковский),Ольховая,5,3,А101,«Скандинавия»,Комфорт,квартира,13,14,Предчистовая,1,34.2,12.2,10.8,"Монолитно-кирпичный, монолитный","Подземная, гостевая",2024,10 093 107
 СВАО,Бабушкинская,6,3,ПИК,«Полярная 25»,Комфорт,квартира,5,33,Чистовая,1,42.4,19.8,12.5,Монолитный,"Подземная, отдельная многоуровневая, гостевая",2025,10 410 514
 СВАО,Бабушкинская,5,3,ПИК,«Кольская 8»,Комфорт,квартира,26,33,Чистовая,2,32.3,19.5,4.4,"Панельный, монолитный","Подземная, гостевая",2025,10 462 196
 ЮВАО,Окская,9,3,ПИК,«Михайловский парк»,Комфорт,квартира,25,33,Чистовая,1,37.1,11.2,18.9,Монолитный,"Подземная, гостевая",2024,10 656 752
 ЮВАО,Марьино,2,3,Seven Suns Development,«Светлый мир Станция Л»,Комфорт,квартира,2,25,Чистовая,2,53.47,21.8,18.7,Монолитный,Гостевая,2024,10 843 716
 НАО (Новомосковский),Филатов Луг,5,3,А101,«Прокшино»,Бизнес,квартира,8,15,Без отделки,1,34.4,12.0,11.9,Монолитный,"Подземная, гостевая",2024,10 777 220
 НАО (Новомосковский),Филатов Луг,4,3,А101,«Прокшино»,Бизнес,квартира,2,16,Предчистовая,1,33.2,10.3,11.1,Монолитный,"Подземная, гостевая",2024,10 926 508
 ВАО,Бульвар Рокоссовского,4,3,3SGroup,«Талисман на Рокоссовского»,Бизнес,квартира,6,29,Без отделки,1,31.25,11.8,9.5,Монолитно-кирпичный,"Подземная, гостевая",2023,10 937 500
 САО,Лианозово,5,3,ПИК,«Бусиновский парк»,Комфорт,квартира,33,33,Чистовая,2,46.3,21.8,15.3,Монолитный,"Подземная, отдельная многоуровневая, гостевая",2024,11 192 006
 САО,Окружная,12,3,ПИК,«Большая Академическая 85»,Комфорт,квартира,18,21,Чистовая,1,33.6,15.6,10.5,Панельный,"Отдельная многоуровневая, гостевая",2023,11 279 520
 НАО (Новомосковский),Прокшино,3,3,,,,квартира,16,16,Без отделки,1,36.3,13.7,10.0,,,2022,11 320 046
