Округ,Ближайшая станция метро,Время до метро,Метро рядом,Застройщик,ЖК,Класс,Тип квартиры,Этаж,Этажей в доме,Отделка,Количество комнат,Площадь квартиры,Жилая площадь,Площадь кухни,Тип дома,Парковка,Год сдачи,Цена,Цена за 1 кв.м
 САО,Сходненская,5.0,3,ПИК,«Кронштадтский 9»,Бизнес,Студия,18.0,21.0,Предчистовая,1.0,23.2,10.8,5.5,Монолитный,"Подземная, гостевая",2024.0,9314220,401475.0
 ЮВАО,Нижегородская,12.0,2,ПИК,«Перовское 2»,Комфорт,квартира,25.0,33.0,Чистовая,2.0,32.46,19.5,6.0,"Панельный, монолитный","Отдельная многоуровневая, гостевая",2024.0,9415737,290071.99630314234
 ЮАО,Царицыно,3.0,3,ПИК,«Кавказский бульвар 51»,Комфорт,квартира,17.0,33.0,Чистовая,1.0,34.1,10.2,17.0,Монолитный,"Подземная, отдельная многоуровневая",2024.0,9430119,276543.0791788856
 ЗАО,Давыдково,5.0,3,ПИК,«Новое Очаково»,Комфорт,квартира,7.0,33.0,Чистовая,2.0,32.3,17.0,8.7,Монолитный,"Подземная, гостевая",2024.0,9375850,290273.99380804953
 СВАО,Отрадное,6.0,3,ПИК,«Алтуфьевское 53»,Комфорт,квартира,14.0,33.0,Чистовая,1.0,37.4,11.4,18.2,Монолитный,"Подземная, гостевая",2025.0,9598373,256640.98930481286
 ЮАО,Кантемировская,4.0,3,ПИК,«Кавказский бульвар 51»,Комфорт,квартира,21.0,33.0,Чистовая,1.0,35.9,10.9,16.9,Монолитный,"Подземная, отдельная многоуровневая",2024.0,9633082,268330.97493036214
 СВАО,Медведково,5.0,3,Upside Development,«Clementine (Клементин)»,Комфорт,апартаменты,5.0,8.0,Чистовая,2.0,49.48,23.9,15.6,Монолитный,Гостевая,2024.0,9653548,195100.0
 ЮВАО,Волгоградский проспект,4.0,3,MR Group,«Метрополия»,Бизнес,апартаменты,4.0,30.0,Предчистовая,1.0,37.0,20.333629300776895,19.1,"Монолитно-кирпичный, монолитный","Подземная, гостевая",2024.0,9694251,262006.7837837838
 СВАО,Окружная,3.0,3,ПИК,«Сигнальный 16»,Комфорт,квартира,29.0,33.0,Чистовая,1.0,36.0,11.6,16.2,Монолитный,"Подземная, гостевая",2025.0,9802656,272296.0
 ЮВАО,Нижегородская,5.0,3,ПИК,«Волжский парк»,Комфорт,квартира,16.0,23.0,Чистовая,1.0,33.8,9.8,16.8,Монолитный,"Подземная, отдельная многоуровневая, гостевая",2024.0,9763468,288860.0
 ВАО,Измайлово,4.0,3,ПИК,«Амурский парк»,Комфорт,квартира,13.0,28.0,Чистовая,1.0,35.8,11.1,17.1,Монолитный,"Подземная, гостевая",2025.0,9903676,276638.99441340787
 ЮАО,Нагатинская,3.0,3,ПИК,«Второй Нагатинский»,Комфорт,квартира,12.0,22.0,Чистовая,1.0,34.5,15.9,10.9,Монолитный,"Подземная, гостевая",2025.0,9899464,286940.9855072464
 ЮВАО,Лухмановская,3.0,3,Группа Самолет,«Квартал Некрасовка»,Комфорт,квартира,15.0,23.0,Чистовая,1.0,34.7,12.2,11.724697336561748,Монолитный,Гостевая,2022.0,9886326,284908.530259366
 СВАО,Бабушкинская,5.0,3,ПИК,«Кольская 8»,Комфорт,квартира,2.0,24.0,Чистовая,1.0,32.2,9.4,14.7,"Панельный, монолитный","Подземная, гостевая",2025.0,9954984,309160.9937888199
 ЮАО,Нагатинская,3.0,3,,,,квартира,12.0,22.0,Чистовая,1.0,34.5,15.9,10.9,,,2025.0,9899464,286940.9855072464
 НАО (Новомосковский),Рассказовка,5.0,3,Абсолют Недвижимость,«Город-парк Первый Московский»,Комфорт,квартира,12.0,22.0,Без отделки,2.0,54.5,27.9,11.724697336561748,"Панельный, монолитный",Гостевая,2024.0,10019007,183834.99082568806
 НАО (Новомосковский),Ольховая,5.0,3,А101,«Скандинавия»,Комфорт,квартира,13.0,14.0,Предчистовая,1.0,34.2,12.2,10.8,"Монолитно-кирпичный, монолитный","Подземная, гостевая",2024.0,10093107,295120.0877192982
 СВАО,Бабушкинская,6.0,3,ПИК,«Полярная 25»,Комфорт,квартира,5.0,33.0,Чистовая,1.0,42.4,19.8,12.5,Монолитный,"Подземная, отдельная многоуровневая, гостевая",2025.0,10410514,245530.99056603774
 СВАО,Бабушкинская,5.0,3,ПИК,«Кольская 8»,Комфорт,квартира,26.0,33.0,Чистовая,2.0,32.3,19.5,4.4,"Панельный, монолитный","Подземная, гостевая",2025.0,10462196,323906.9969040248
 ЮВАО,Окская,9.0,3,ПИК,«Михайловский парк»,Комфорт,квартира,25.0,33.0,Чистовая,1.0,37.1,11.2,18.9,Монолитный,"Подземная, гостевая",2024.0,10656752,287243.98921832885
 ЮВАО,Марьино,2.0,3,Seven Suns Development,«Светлый мир Станция Л»,Комфорт,квартира,2.0,25.0,Чистовая,2.0,53.47,21.8,18.7,Монолитный,Гостевая,2024.0,10843716,202800.0
 НАО (Новомосковский),Филатов Луг,5.0,3,А101,«Прокшино»,Бизнес,квартира,8.0,15.0,Без отделки,1.0,34.4,12.0,11.9,Монолитный,"Подземная, гостевая",2024.0,10777220,313291.27906976745
 НАО (Новомосковский),Филатов Луг,4.0,3,А101,«Прокшино»,Бизнес,квартира,2.0,16.0,Предчистовая,1.0,33.2,10.3,11.1,Монолитный,"Подземная, гостевая",2024.0,10926508,329111.6867469879
 ВАО,Бульвар Рокоссовского,4.0,3,3SGroup,«Талисман на Рокоссовского»,Бизнес,квартира,6.0,29.0,Без отделки,1.0,31.25,11.8,9.5,Монолитно-кирпичный,"Подземная, гостевая",2023.0,10937500,350000.0
 САО,Лианозово,5.0,3,ПИК,«Бусиновский парк»,Комфорт,квартира,33.0,33.0,Чистовая,2.0,46.3,21.8,15.3,Монолитный,"Подземная, отдельная многоуровневая, гостевая",2024.0,11192006,241727.99136069117
 САО,Окружная,12.0,3,ПИК,«Большая Академическая 85»,Комфорт,квартира,18.0,21.0,Чистовая,1.0,33.6,15.6,10.5,Панельный,"Отдельная многоуровневая, гостевая",2023.0,11279520,335700.0
 НАО (Новомосковский),Прокшино,3.0,3,,,,квартира,16.0,16.0,Без отделки,1.0,36.3,13.7,10.0,,,2022.0,11320046,311846.9972451791
 ВАО,Измайлово,4.0,3,ПИК,«Амурский парк»,Комфорт,квартира,9.0,28.0,Чистовая,1.0,42.2,14.6,18.6,Монолитный,"Подземная, гостевая",2025.0,11439744,271083.981042654
 ВАО,Бульвар Рокоссовского,4.0,3,3SGroup,«Талисман на Рокоссовского»,Бизнес,квартира,9.0,29.0,Неизвестно,1.0,34.63,13.7,10.4,Монолитно-кирпичный,"Подземная, гостевая",2023.0,11427900,330000.0
 САО,Коптево,5.0,3,ПИК,«Кронштадтский 14»,Комфорт,квартира,25.0,33.0,Чистовая,1.0,34.2,14.1,10.6,Монолитный,"Подземная, гостевая",2024.0,11330323,331295.99415204674
 ЮВАО,Братиславская,3.0,3,ПИК,«Люблинский парк»,Комфорт,квартира,16.0,25.0,Чистовая,2.0,50.8,20.5,17.9,"Панельный, монолитный","Отдельная многоуровневая, гостевая",2025.0,11636654,229067.99212598425
 ВАО,Измайлово,4.0,3,ПИК,«Амурский парк»,Комфорт,квартира,13.0,33.0,Чистовая,1.0,42.3,14.7,18.6,Монолитный,"Подземная, гостевая",2025.0,11612111,274517.9905437353
 САО,Окружная,12.0,3,ПИК,«Большая Академическая 85»,Комфорт,квартира,13.0,21.0,Чистовая,1.0,31.9,9.1,14.5,Панельный,"Отдельная многоуровневая, гостевая",2023.0,11595650,363500.0
 ЮАО,Борисово,6.0,3,Группа ЛСР,«WAVE (Вейв)»,Бизнес,квартира,8.0,52.0,Неизвестно,1.0,33.8,12.2,14.8,Монолитный,Подземная,2026.0,11667016,345177.9881656805
 ЮВАО,Марьино,3.0,3,Seven Suns Development,«Светлый мир Станция Л»,Комфорт,квартира,14.0,25.0,Чистовая,2.0,57.77,23.3,22.1,Монолитный,Гостевая,2024.0,11819742,204600.0
 САО,Беговая,11.0,3,Э.К. Девелопмент,«Авиатика»,Комфорт,Студия,12.0,25.0,Чистовая,1.0,22.3,20.333629300776895,11.724697336561748,Панельный,Подземная,2022.0,11841300,531000.0
 САО,Коптево,5.0,3,ПИК,«Кронштадтский 14»,Комфорт,квартира,27.0,33.0,Чистовая,1.0,32.4,9.6,16.1,Монолитный,"Подземная, гостевая",2024.0,11849360,365720.987654321
 САО,Беговая,7.0,3,Э.К. Девелопмент,«Авиатика»,Комфорт,Студия,9.0,25.0,Чистовая,1.0,22.3,20.333629300776895,11.724697336561748,Панельный,Подземная,2022.0,11819000,530000.0
 САО,Бескудниково,6.0,3,ПИК,«Бусиновский парк»,Комфорт,квартира,30.0,33.0,Чистовая,2.0,46.4,21.7,15.3,Монолитный,"Подземная, отдельная многоуровневая, гостевая",2024.0,12098150,260735.99137931035
 ВАО,Бульвар Рокоссовского,3.0,3,,«SELF (Сэлф)»,,квартира,2.0,19.0,Без отделки,1.0,39.2,20.333629300776895,11.724697336561748,,,2024.0,12271845,313057.27040816325
 ВАО,Измайлово,4.0,3,ПИК,«Амурский парк»,Комфорт,квартира,9.0,33.0,Чистовая,2.0,46.1,21.7,15.3,Монолитный,"Подземная, гостевая",2025.0,12455067,270174.989154013
 СВАО,Бутырская,8.0,3,ПИК,«Руставели 14»,Комфорт,квартира,2.0,33.0,Чистовая,2.0,36.2,24.2,4.1,"Панельный, монолитный","Подземная, гостевая",2025.0,12507860,345520.9944751381
 НАО (Новомосковский),Рассказовка,7.0,3,Абсолют Недвижимость,«Город-парк Первый Московский»,Комфорт,квартира,20.0,20.0,Без отделки,2.0,61.6,28.6,11.724697336561748,"Панельный, монолитный",Гостевая,2024.0,12508955,203067.4512987013
 САО,Марк,4.0,3,ПИК,«Дмитровский парк»,Комфорт,квартира,30.0,33.0,Чистовая,1.0,39.54,11.3,20.3,Монолитный,"Подземная, гостевая",2023.0,12709389,321431.1836115326
 САО,Хорошёво,3.0,3,ГК МИЦ,«Сити-комплекс Мята»,Бизнес,апартаменты,14.0,22.0,Без отделки,1.0,33.7,10.8,11.724697336561748,Монолитный,"Подземная, гостевая",2023.0,12964390,384699.99999999994
 САО,Лианозово,5.0,3,ПИК,«Бусиновский парк»,Комфорт,квартира,2.0,20.0,Чистовая,2.0,54.0,24.0,17.8,Монолитный,"Подземная, отдельная многоуровневая, гостевая",2024.0,12985919,240479.9814814815
